Date,Machine,Shift,Temps_planifie_h,Temps_arret_h,Temps_fonctionnement_h,Pieces_produites,Pieces_bonnes,Pieces_defectueuses,Disponibilite,Performance,Qualite,OEE,Cause arret
2023-01-12,Presse #2,Nuit,8,0.5,7.5,717,703,14,0.9375,1.006315789473684,0.9804741980474198,0.9249999999999998,Reglage
2023-01-12,Tour #1,Jour,8,0.5,7.5,571,540,31,0.9375,0.9516666666666668,0.9457092819614711,0.8437500000000001,Reglage
2023-01-12,Tour #1,Nuit,8,1.5,6.5,449,412,37,0.8125,0.8634615384615385,0.9175946547884187,0.64375,Maintenance
2023-01-12,Tour #2,Jour,8,0.5,7.5,578,571,7,0.9375,0.9066666666666666,0.9878892733564014,0.8397058823529412,Maintenance
2023-01-12,Tour #2,Nuit,8,1.5,6.5,474,466,8,0.8125,0.857918552036199,0.9831223628691983,0.6852941176470588,Maintenance
2023-01-13,Presse #1,Jour,8,0.0,8.0,770,741,29,1.0,0.9625,0.9623376623376624,0.92625,Reglage
2023-01-13,Presse #1,Nuit,8,1.5,6.5,627,619,8,0.8125,0.9646153846153847,0.9872408293460925,0.77375,Reglage
2023-01-13,Presse #2,Jour,8,0.0,8.0,625,598,27,1.0,0.8223684210526315,0.9568,0.7868421052631578,Reglage
2023-01-13,Presse #2,Nuit,8,1.0,7.0,577,570,7,0.875,0.8676691729323308,0.9878682842287695,0.75,Maintenance
2023-01-13,Tour #1,Jour,8,0.0,8.0,553,512,41,1.0,0.8640625,0.9258589511754068,0.7999999999999999,Reglage
2023-01-13,Tour #1,Nuit,8,1.0,7.0,546,510,36,0.875,0.975,0.9340659340659341,0.796875,Maintenance
2023-01-13,Tour #2,Jour,8,0.0,8.0,641,616,25,1.0,0.9426470588235294,0.9609984399375975,0.9058823529411765,Maintenance
2023-01-13,Tour #2,Nuit,8,1.0,7.0,568,550,18,0.875,0.9546218487394957,0.9683098591549296,0.8088235294117646,Reglage
2023-01-14,Presse #1,Jour,8,0.0,8.0,734,726,8,1.0,0.9175,0.989100817438692,0.9075,Reglage
2023-01-14,Presse #1,Nuit,8,0.5,7.5,731,713,18,0.9375,0.9746666666666667,0.9753761969904241,0.8912500000000001,Maintenance
2023-01-14,Presse #2,Jour,8,0.0,8.0,687,659,28,1.0,0.9039473684210526,0.9592430858806404,0.8671052631578947,Reglage
2023-01-14,Presse #2,Nuit,8,0.5,7.5,662,653,9,0.9375,0.9291228070175438,0.986404833836858,0.8592105263157893,Reglage
2023-01-14,Tour #1,Jour,8,0.0,8.0,580,542,38,1.0,0.90625,0.9344827586206896,0.8468749999999999,Reglage
2023-01-14,Tour #1,Nuit,8,1.0,7.0,527,480,47,0.875,0.9410714285714287,0.9108159392789373,0.75,Reglage
2023-01-14,Tour #2,Jour,8,0.5,7.5,551,528,23,0.9375,0.8643137254901961,0.9582577132486388,0.7764705882352941,Reglage
2023-01-14,Tour #2,Nuit,8,0.5,7.5,563,556,7,0.9375,0.8831372549019607,0.9875666074600356,0.8176470588235294,Maintenance
2023-01-15,Presse #1,Jour,8,0.5,7.5,627,597,30,0.9375,0.836,0.9521531100478469,0.74625,Reglage
2023-01-15,Presse #1,Nuit,8,1.5,6.5,651,620,31,0.8125,1.0015384615384617,0.9523809523809523,0.7750000000000001,Reglage
2023-01-15,Presse #2,Jour,8,0.5,7.5,701,692,9,0.9375,0.983859649122807,0.9871611982881597,0.9105263157894736,Maintenance
2023-01-15,Presse #2,Nuit,8,0.5,7.5,574,560,14,0.9375,0.8056140350877192,0.975609756097561,0.7368421052631577,Maintenance
2023-01-15,Tour #1,Jour,8,4.5,3.5,150,107,43,0.4375,0.5357142857142857,0.7133333333333334,0.16718750000000002,Panne
2023-01-15,Tour #1,Nuit,8,0.5,7.5,507,470,37,0.9375,0.845,0.9270216962524654,0.7343749999999999,Reglage
2023-01-15,Tour #2,Jour,8,0.0,8.0,653,645,8,1.0,0.9602941176470589,0.9877488514548239,0.948529411764706,Reglage
2023-01-15,Tour #2,Nuit,8,2.5,5.5,446,438,8,0.6875,0.9540106951871659,0.9820627802690582,0.6441176470588236,Reglage
2023-01-16,Presse #1,Jour,8,0.5,7.5,664,657,7,0.9375,0.8853333333333333,0.9894578313253012,0.8212499999999999,Reglage
2023-01-16,Presse #1,Nuit,8,0.5,7.5,605,583,22,0.9375,0.8066666666666668,0.9636363636363636,0.7287500000000001,Reglage
2023-01-16,Presse #2,Jour,8,0.0,8.0,685,654,31,1.0,0.9013157894736842,0.9547445255474453,0.8605263157894737,Reglage
2023-01-16,Presse #2,Nuit,8,0.5,7.5,630,604,26,0.9375,0.8842105263157894,0.9587301587301588,0.7947368421052632,Maintenance
2023-01-16,Tour #1,Jour,8,0.0,8.0,521,490,31,1.0,0.8140625,0.9404990403071017,0.765625,Maintenance
2023-01-16,Tour #1,Nuit,8,0.5,7.5,591,545,46,0.9375,0.985,0.922165820642978,0.8515625,Reglage
2023-01-16,Tour #2,Jour,8,0.5,7.5,621,595,26,0.9375,0.9741176470588235,0.9581320450885669,0.875,Reglage
2023-01-16,Tour #2,Nuit,8,0.5,7.5,625,605,20,0.9375,0.9803921568627451,0.968,0.8897058823529411,Reglage
2023-01-17,Presse #1,Jour,8,0.0,8.0,734,707,27,1.0,0.9175,0.9632152588555858,0.8837499999999999,Reglage
2023-01-17,Presse #1,Nuit,8,0.5,7.5,681,668,13,0.9375,0.9079999999999999,0.9809104258443465,0.835,Reglage
2023-01-17,Presse #2,Jour,8,0.5,7.5,594,572,22,0.9375,0.8336842105263158,0.9629629629629629,0.7526315789473683,Reglage
2023-01-17,Presse #2,Nuit,8,0.5,7.5,710,699,11,0.9375,0.9964912280701755,0.9845070422535211,0.9197368421052633,Maintenance
2023-01-17,Tour #1,Jour,8,4.5,3.5,150,106,44,0.4375,0.5357142857142857,0.7066666666666667,0.165625,Panne
2023-01-17,Tour #1,Nuit,8,1.5,6.5,436,399,37,0.8125,0.8384615384615385,0.9151376146788991,0.6234375,Reglage
2023-01-17,Tour #2,Jour,8,1.0,7.0,542,526,16,0.875,0.9109243697478991,0.9704797047970479,0.7735294117647058,Reglage
2023-01-17,Tour #2,Nuit,8,0.5,7.5,516,491,25,0.9375,0.8094117647058823,0.9515503875968992,0.7220588235294118,Reglage
2023-01-18,Presse #1,Jour,8,0.0,8.0,714,706,8,1.0,0.8925,0.988795518207283,0.8825,Maintenance
2023-01-18,Presse #1,Nuit,8,0.5,7.5,618,595,23,0.9375,0.8240000000000001,0.9627831715210357,0.7437500000000001,Maintenance
2023-01-18,Presse #2,Jour,8,1.0,7.0,609,580,29,0.875,0.9157894736842105,0.9523809523809523,0.763157894736842,Reglage
2023-01-18,Presse #2,Nuit,8,0.5,7.5,611,582,29,0.9375,0.8575438596491228,0.9525368248772504,0.7657894736842106,Reglage
2023-01-18,Tour #1,Jour,8,0.0,8.0,635,609,26,1.0,0.9921875,0.9590551181102362,0.9515625,Maintenance
2023-01-18,Tour #1,Nuit,8,2.5,5.5,348,311,37,0.6875,0.7909090909090909,0.8936781609195402,0.48593749999999997,Maintenance
2023-01-18,Tour #2,Jour,8,0.5,7.5,636,628,8,0.9375,0.9976470588235293,0.9874213836477987,0.9235294117647058,Reglage
2023-01-18,Tour #2,Nuit,8,1.0,7.0,593,574,19,0.875,0.9966386554621848,0.9679595278246206,0.8441176470588234,Reglage
2023-01-19,Presse #1,Jour,8,0.0,8.0,732,721,11,1.0,0.915,0.9849726775956285,0.9012500000000001,Reglage
2023-01-19,Presse #1,Nuit,8,0.5,7.5,685,677,8,0.9375,0.9133333333333333,0.9883211678832117,0.84625,Maintenance
2023-01-19,Presse #2,Jour,8,0.0,8.0,628,621,7,1.0,0.8263157894736842,0.9888535031847133,0.8171052631578947,Reglage
2023-01-19,Presse #2,Nuit,8,2.5,5.5,452,432,20,0.6875,0.8650717703349283,0.9557522123893806,0.568421052631579,Reglage
2023-01-19,Tour #1,Jour,8,0.0,8.0,599,555,44,1.0,0.9359375,0.9265442404006677,0.8671874999999999,Reglage
2023-01-19,Tour #1,Nuit,8,1.0,7.0,496,462,34,0.875,0.8857142857142858,0.9314516129032258,0.7218749999999999,Maintenance
2023-01-19,Tour #2,Jour,8,0.0,8.0,670,642,28,1.0,0.9852941176470589,0.9582089552238806,0.9441176470588236,Maintenance
2023-01-19,Tour #2,Nuit,8,2.5,5.5,380,364,16,0.6875,0.8128342245989305,0.9578947368421052,0.5352941176470588,Reglage
2023-01-20,Presse #1,Jour,8,1.0,7.0,663,638,25,0.875,0.9471428571428571,0.9622926093514329,0.7974999999999999,Reglage
2023-01-20,Presse #1,Nuit,8,1.5,6.5,570,557,13,0.8125,0.8769230769230769,0.9771929824561404,0.69625,Reglage
2023-01-20,Presse #2,Jour,8,1.0,7.0,639,611,28,0.875,0.9609022556390978,0.9561815336463224,0.8039473684210526,Reglage
2023-01-20,Presse #2,Nuit,8,2.5,5.5,474,459,15,0.6875,0.907177033492823,0.9683544303797469,0.6039473684210527,Reglage
2023-01-20,Tour #1,Jour,8,4.5,3.5,150,111,39,0.4375,0.5357142857142857,0.74,0.1734375,Panne
2023-01-20,Tour #1,Nuit,8,1.5,6.5,507,475,32,0.8125,0.975,0.9368836291913215,0.7421875,Reglage
2023-01-20,Tour #2,Jour,8,0.0,8.0,556,538,18,1.0,0.8176470588235294,0.9676258992805755,0.7911764705882353,Maintenance
2023-01-20,Tour #2,Nuit,8,0.5,7.5,567,548,19,0.9375,0.8894117647058822,0.9664902998236331,0.8058823529411764,Maintenance
2023-01-21,Presse #1,Jour,8,0.0,8.0,734,707,27,1.0,0.9175,0.9632152588555858,0.8837499999999999,Reglage
2023-01-21,Presse #1,Nuit,8,0.5,7.5,681,668,13,0.9375,0.9079999999999999,0.9809104258443465,0.835,Reglage
2023-01-21,Presse #2,Jour,8,0.5,7.5,594,572,22,0.9375,0.8336842105263158,0.9629629629629629,0.7526315789473683,Reglage
2023-01-21,Presse #2,Nuit,8,0.5,7.5,710,699,11,0.9375,0.9964912280701755,0.9845070422535211,0.9197368421052633,Maintenance
2023-01-21,Tour #1,Jour,8,4.5,3.5,150,106,44,0.4375,0.5357142857142857,0.7066666666666667,0.165625,Panne
2023-01-21,Tour #1,Nuit,8,1.5,6.5,436,399,37,0.8125,0.8384615384615385,0.9151376146788991,0.6234375,Reglage
2023-01-21,Tour #2,Jour,8,1.0,7.0,542,526,16,0.875,0.9109243697478991,0.9704797047970479,0.7735294117647058,Reglage
2023-01-21,Tour #2,Nuit,8,0.5,7.5,516,491,25,0.9375,0.8094117647058823,0.9515503875968992,0.7220588235294118,Reglage
2023-01-22,Presse #1,Jour,8,2.0,6.0,594,567,27,0.75,0.99,0.9545454545454546,0.70875,Reglage
2023-01-22,Presse #1,Nuit,8,0.5,7.5,602,572,30,0.9375,0.8026666666666666,0.9501661129568106,0.715,Reglage
2023-01-22,Presse #2,Jour,8,0.0,8.0,754,718,36,1.0,0.9921052631578947,0.9522546419098143,0.9447368421052632,Maintenance
2023-01-22,Presse #2,Nuit,8,1.5,6.5,531,517,14,0.8125,0.8599190283400809,0.9736346516007532,0.6802631578947368,Reglage
2023-01-22,Tour #1,Jour,8,1.0,7.0,483,455,28,0.875,0.8625,0.9420289855072463,0.7109375,Maintenance
2023-01-22,Tour #1,Nuit,8,1.0,7.0,552,510,42,0.875,0.9857142857142858,0.9239130434782609,0.796875,Reglage
2023-01-22,Tour #2,Jour,8,0.5,7.5,522,504,18,0.9375,0.8188235294117646,0.9655172413793104,0.7411764705882352,Maintenance
2023-01-22,Tour #2,Nuit,8,2.5,5.5,382,370,12,0.6875,0.8171122994652407,0.9685863874345549,0.5441176470588235,Reglage
2023-01-23,Presse #1,Jour,8,2.0,6.0,490,479,11,0.75,0.8166666666666668,0.9775510204081632,0.59875,Reglage
2023-01-23,Presse #1,Nuit,8,2.5,5.5,554,535,19,0.6875,1.0072727272727273,0.9657039711191335,0.66875,Maintenance
2023-01-23,Presse #2,Jour,8,0.5,7.5,633,620,13,0.9375,0.888421052631579,0.9794628751974723,0.8157894736842106,Maintenance
2023-01-23,Presse #2,Nuit,8,0.5,7.5,670,642,28,0.9375,0.9403508771929824,0.9582089552238806,0.8447368421052631,Maintenance
2023-01-23,Tour #1,Jour,8,1.0,7.0,536,509,27,0.875,0.9571428571428571,0.9496268656716418,0.7953124999999999,Reglage
2023-01-23,Tour #1,Nuit,8,0.5,7.5,479,443,36,0.9375,0.7983333333333333,0.9248434237995825,0.6921875000000001,Reglage
2023-01-23,Tour #2,Jour,8,0.0,8.0,664,649,15,1.0,0.9764705882352941,0.9774096385542169,0.9544117647058824,Reglage
2023-01-23,Tour #2,Nuit,8,0.5,7.5,523,501,22,0.9375,0.8203921568627451,0.9579349904397706,0.736764705882353,Maintenance
2023-01-24,Presse #1,Jour,8,0.0,8.0,759,732,27,1.0,0.94875,0.9644268774703557,0.9149999999999999,Reglage
2023-01-24,Presse #1,Nuit,8,1.5,6.5,612,591,21,0.8125,0.9415384615384617,0.9656862745098039,0.7387500000000001,Maintenance
2023-01-24,Presse #2,Jour,8,0.0,8.0,663,650,13,1.0,0.8723684210526316,0.9803921568627451,0.8552631578947368,Reglage
2023-01-24,Presse #2,Nuit,8,0.5,7.5,715,696,19,0.9375,1.0035087719298246,0.9734265734265735,0.9157894736842105,Maintenance
2023-01-24,Tour #1,Jour,8,1.0,7.0,518,477,41,0.875,0.925,0.9208494208494209,0.7453125,Maintenance
2023-01-24,Tour #1,Nuit,8,1.0,7.0,509,473,36,0.875,0.9089285714285713,0.9292730844793713,0.7390624999999998,Maintenance
2023-01-24,Tour #2,Jour,8,0.0,8.0,642,629,13,1.0,0.9441176470588235,0.9797507788161994,0.925,Reglage
2023-01-24,Tour #2,Nuit,8,0.5,7.5,591,581,10,0.9375,0.9270588235294117,0.9830795262267343,0.8544117647058822,Maintenance
2023-01-25,Presse #1,Jour,8,0.0,8.0,742,721,21,1.0,0.9275,0.9716981132075472,0.90125,Reglage
2023-01-25,Presse #1,Nuit,8,1.0,7.0,701,683,18,0.875,1.0014285714285713,0.9743223965763196,0.85375,Maintenance
2023-01-25,Presse #2,Jour,8,2.0,6.0,559,550,9,0.75,0.980701754385965,0.9838998211091234,0.7236842105263158,Reglage
2023-01-25,Presse #2,Nuit,8,0.5,7.5,583,577,6,0.9375,0.8182456140350878,0.9897084048027445,0.7592105263157896,Reglage
2023-01-25,Tour #1,Jour,8,4.5,3.5,150,123,27,0.4375,0.5357142857142857,0.82,0.19218749999999998,Panne
2023-01-25,Tour #1,Nuit,8,0.5,7.5,580,554,26,0.9375,0.9666666666666666,0.9551724137931035,0.8656249999999999,Maintenance
2023-01-25,Tour #2,Jour,8,1.0,7.0,509,502,7,0.875,0.8554621848739495,0.9862475442043221,0.738235294117647,Maintenance
2023-01-25,Tour #2,Nuit,8,1.0,7.0,550,524,26,0.875,0.9243697478991596,0.9527272727272728,0.7705882352941176,Reglage
2023-01-26,Presse #1,Jour,8,1.0,7.0,672,658,14,0.875,0.96,0.9791666666666666,0.8224999999999999,Maintenance
2023-01-26,Presse #1,Nuit,8,0.5,7.5,720,688,32,0.9375,0.96,0.9555555555555556,0.86,Reglage
